name,rating,rating_count,company_type,Head_Quarters,No_of_Job,reviews
Careon Healthcare Solutions,3.9,(665),Medical Equipment,Bengaluru +14 other locations,1,665
TDS Lithium-Ion Battery,4.2,(664),Auto Components,Ahmedabad +20 other locations,--,664
BankBazaar,3.2,(663),FinTech,Chennai +16 other locations,19,663
Surin Automotive,3.8,(663),Industrial Machinery,Pune +22 other locations,--,663
Corporate Infotech,3.7,(664),IT Services & Consulting,New Delhi +54 other locations,2,664
PeopleStrong,3.4,(662),Recruitment,Gurugram +20 other locations,3,662
Epicenter Technologies,3.4,(662),BPO,Mumbai +8 other locations,3,662
Kutumbh Care,4.0,(662),Recruitment,New Delhi +162 other locations,--,662
Belstar Microfinance,4.0,(662),NBFC,Chennai +232 other locations,--,662
Carrier,3.7,(660),Industrial Machinery,Hyderabad +52 other locations,3,660
Sigma Engineered Solutions,3.9,(659),Industrial Machinery,Pune +17 other locations,--,659
Tata Power Delhi Distribution,3.8,(660),Power,New Delhi +31 other locations,1,660
L&T Power,3.9,(659),Power,Vadodara +99 other locations,--,659
Yatra,3.3,(658),Travel & Tourism,Gurugram +21 other locations,2,658
Collegedunia,3.3,(658),Internet,Gurugram +29 other locations,14,658
Healthians,4.0,(658),Internet,Gurugram +48 other locations,1,658
Celebi Aviation Holding,4.0,(658),Aviation,New Delhi +19 other locations,--,658
Inspirisys Solution,3.7,(658),IT Services & Consulting,Chennai +58 other locations,71,658
Anudip Foundation,4.1,(656),Non-Profit,Kolkata +64 other locations,13,656
Cogoport,3.2,(656),Internet,Mumbai +13 other locations,--,656
Marlabs,3.5,(655),IT Services & Consulting,Bengaluru +12 other locations,--,655
NiCE,3.6,(655),Software Product,Pune +15 other locations,67,655
Qatar Airways,3.4,(655),Aviation,Ahmedabad +29 other locations,7,655
TIAA Global Business Services,3.7,(655),Financial Services,Pune +9 other locations,12,655
Suroj Buildcon,4.0,(655),Engineering & Construction,Pune +51 other locations,7,655
National Stock Exchange of India,3.5,(654),Financial Services,Mumbai +34 other locations,--,654
MAQ Software,3.1,(654),IT Services & Consulting,Noida +10 other locations,3,654
Finova Capital,3.8,(655),NBFC,Jaipur +190 other locations,1,655
Times Group,3.7,(653),Printing & Publishing,Mumbai +47 other locations,7,653
Hetero Healthcare,3.5,(653),Pharma,Hyderabad +84 other locations,8,653
RealPage,3.6,(653),Software Product,Hyderabad +8 other locations,7,653
Gainwell Commosales,4.0,(654),Industrial Machinery,Kolkata +85 other locations,6,654
Ramboll,4.0,(652),Engineering & Construction,Gurugram +33 other locations,22,652
FCC Clutch,3.9,(652),Auto Components,Gurugram +26 other locations,2,652
Fiat India Automobiles,3.5,(652),Automobile,Pune +23 other locations,6,652
Chaitanya India Fin Credit,4.1,(652),NBFC,Bengaluru +180 other locations,--,652
Vikram Solar,3.6,(652),Power,Kolkata +42 other locations,6,652
Forbes Marshall,3.9,(651),Industrial Machinery,Pune +24 other locations,34,651
Alshaya Group,3.8,(651),Retail,Bengaluru +30 other locations,1,651
SOLAR INDUSTRIES INDIA,3.7,(651),Defence & Aerospace,Nagpur +40 other locations,25,651
Pennar Industries,3.5,(650),Engineering & Construction,Hyderabad +32 other locations,3,650
Welspun Corp,3.9,(650),Iron & Steel,Anjar +31 other locations,--,650
3M,3.9,(649),Electronics Manufacturing,Bengaluru +54 other locations,127,649
Kaizen IT Services,3.8,(649),IT Services & Consulting,Kolkata +94 other locations,--,649
ICA Edu Skills,3.8,(650),Education & Training,Kolkata +120 other locations,20,650
Danfoss Industries,3.8,(648),Industrial Machinery,Chennai +21 other locations,11,648
Me n Moms,4.2,(647),Retail,Mumbai +66 other locations,7,647
Talentpro,3.8,(648),Recruitment,Chennai +127 other locations,20,648
Monte Carlo,4.2,(647),Fashion & Textile,Ahmedabad +107 other locations,6,647
Philips Innovation Campus,3.7,(646),Software Product,Bengaluru +20 other locations,--,646
Motilal Oswal Wealth Management,4.4,(645),Financial Services,Mumbai +26 other locations,--,645
Airports Authority of India,4.3,(645),Aviation,New Delhi +94 other locations,--,645
Videocon d2h,3.8,(645),Internet,New Delhi +118 other locations,--,645
Uno Mindarika,4.0,(645),Auto Components,Gurugram +27 other locations,--,645
TVS Eurogrip,3.6,(645),Auto Components,Madurai +84 other locations,17,645
South Indian Bank,3.3,(644),Banking,Kochi +85 other locations,--,644
Geojit Financial Services,3.3,(644),Financial Services,Kochi +142 other locations,2,644
ACKO,3.3,(644),Insurance,Bengaluru +14 other locations,5,644
Ebixcash Global Services,3.2,(644),BPO,Mumbai +41 other locations,--,644
The Lalit,3.4,(644),Hospitality,New Delhi +32 other locations,6,644
Myk Laticrete,3.8,(644),Building Material,Hyderabad +91 other locations,30,644
Sir H. N. Reliance Foundation Hospital and Research,4.3,(644),Healthcare,Mumbai +11 other locations,26,644
GKN,3.9,(643),Defence & Aerospace,Pune +31 other locations,38,643
NRB Bearings,4.0,(643),Auto Components,Chhatrapati Sambhajinagar +21 other locations,45,643
Kiya.ai,3.9,(644),IT Services & Consulting,Mumbai +18 other locations,169,644
AML RightSource,2.5,(643),IT Services & Consulting,New Delhi +9 other locations,21,643
Ferrero,3.9,(643),Food Processing,Pune +106 other locations,1,643
ExportersIndia,4.9,(641),Internet,New Delhi +2 other locations,--,641
Varthana,4.0,(642),NBFC,Bengaluru +80 other locations,9,642
B.L. Kashyap & Sons,3.7,(641),Engineering & Construction,Bengaluru +25 other locations,7,641
NoBrokerHood,2.8,(641),Software Product,Bengaluru +33 other locations,2,641
Avalon Technologies,3.8,(641),Electronics Manufacturing,Chennai +17 other locations,15,641
Sandvik Asia,4.1,(641),Industrial Machinery,Pune +37 other locations,--,641
Global Healthcare Billing Partners,3.3,(640),BPO,Chennai +15 other locations,61,640
UKB Electronics Limited,3.5,(640),Electronics Manufacturing,Noida +24 other locations,25,640
Blackrock,3.5,(639),Financial Services,Gurugram +18 other locations,--,639
Manjushree Technopack,3.5,(639),Bengaluru +35 other locations,,13,639
Mount Litera Zee School,3.7,(639),Education & Training,Bengaluru +127 other locations,17,639
Khazana Jewellery,3.9,(638),Jewellery,Chennai +50 other locations,11,638
Maharashtra Seamless,3.5,(637),Building Material,Mumbai +25 other locations,5,637
Varun Motors,3.7,(637),Automobile,Hyderabad +42 other locations,1,637
Tecnimont,3.8,(636),Engineering & Construction,Mumbai +29 other locations,90,636
Continental,3.7,(637),Auto Components,Bengaluru +50 other locations,88,637
Data Entry,4.2,(637),BPO,New Delhi +109 other locations,--,637
Electrotherm,4.2,(636),Iron & Steel,Ahmedabad +41 other locations,15,636
Reliance Jewels,3.9,(636),Jewellery,Mumbai +132 other locations,--,636
NetConnectGlobal,3.1,(635),IT Services & Consulting,Bengaluru +44 other locations,206,635
Avaada Group,4.3,(636),Power,Noida +73 other locations,82,636
InsuranceDekho,3.5,(636),Internet,Gurugram +87 other locations,13,636
Suraksha Diagnostic,3.7,(634),Healthcare,Kolkata +35 other locations,28,634
Turbo Energy,4.1,(634),Auto Components,Chennai +25 other locations,--,634
IDBI Intech Limited,3.2,(634),IT Services & Consulting,Mumbai +28 other locations,--,634
Emids Technologies Limited,3.6,(634),IT Services & Consulting,Bengaluru +9 other locations,14,634
Serum Institute of India,4.1,(632),Biotechnology,Pune +25 other locations,4,632
Central Reserve Police Force,4.6,(632),Government,New Delhi +95 other locations,--,632
Sapphire Foods India,3.8,(632),Hospitality,Mumbai +68 other locations,15,632
Sasken,3.6,(632),IT Services & Consulting,Bengaluru +12 other locations,32,632
Schwing Stetter,3.8,(631),Industrial Machinery,Chennai +44 other locations,81,631
Annalect,3.4,(630),Marketing & Advertising,Bengaluru +15 other locations,--,630
Vedanta Limited,3.7,(630),Metals & Mining,Lanjigarh +54 other locations,50,630
Vyapar,3.7,(630),Software Product,Bengaluru +40 other locations,135,630
Hamilton Housewares,3.8,(629),Consumer Electronics & Appliances,Mumbai +57 other locations,125,629
Action Tesa,3.9,(629),Building Material,Sitarganj +65 other locations,10,629
Sl Lumax,3.4,(630),Auto Components,Chennai +19 other locations,2,630
Pyramid IT Consulting,3.1,(629),IT Services & Consulting,Noida +25 other locations,--,629
Suma Soft,3.5,(628),IT Services & Consulting,Pune +11 other locations,19,628
Trigent Software,3.3,(628),IT Services & Consulting,Bengaluru +30 other locations,--,628
Kirloskar Ferrous Industries,3.6,(628),Iron & Steel,Koppal +22 other locations,2,628
Sapiens,3.1,(627),Software Product,Bengaluru +8 other locations,18,627
Crowne Plaza,4.1,(626),Hospitality,New Delhi +38 other locations,--,626
HDFC Asset Management Company,4.1,(627),Financial Services,Mumbai +140 other locations,--,627
Medcode,3.8,(626),IT Services & Consulting,Hyderabad +10 other locations,15,626
Finastra,3.7,(626),Software Product,Bengaluru +13 other locations,30,626
Infinity Learn,4.2,(628),EdTech,Hyderabad +19 other locations,136,628
IRB Infrastructure,3.9,(626),Engineering & Construction,Mumbai +72 other locations,29,626
Nucleus Software Exports,3.2,(626),Software Product,Noida +12 other locations,17,626
Kajaria Ceramics,3.8,(625),Building Material,New Delhi +84 other locations,2,625
Shriram Automall,4.0,(624),Internet,New Delhi +111 other locations,--,624
CSM Technologies,3.9,(624),IT Services & Consulting,Bhubaneswar +22 other locations,15,624
Aster Dm Healthcare,3.7,(624),Healthcare,Bengaluru +39 other locations,91,624
Renovision Automation Services,3.3,(623),IT Services & Consulting,New Delhi +72 other locations,18,623
Nspira Management Services,3.7,(624),Management Consulting,Hyderabad +59 other locations,17,624
Godrej Industries,4.0,(623),Real Estate,Mumbai +69 other locations,135,623
Royaloak Incorporation,3.6,(623),Furniture & Furnishing,Bengaluru +47 other locations,4,623
Dr. Batras' Positive Health Clinic,3.8,(622),Healthcare,Mumbai +88 other locations,10,622
Einfochips,3.5,(622),IT Services & Consulting,Ahmedabad +13 other locations,176,622
HashedIn by Deloitte,3.9,(622),IT Services & Consulting,Bengaluru +16 other locations,8,622
Okaya Power,3.7,(621),Electronics Manufacturing,New Delhi +87 other locations,27,621
Karvy Stock Broking,3.6,(621),Hyderabad +107 other locations,,--,621
Fiem Industries,3.7,(621),Auto Components,Hosur +29 other locations,11,621
Sudarshan Chemical Industries,3.9,(621),Chemicals,Roha +26 other locations,14,621
Finolex Industries,3.7,(621),Building Material,Pune +72 other locations,1,621
Cyfuture,2.9,(620),IT Services & Consulting,Noida +39 other locations,17,620
Shivam Autotech,3.6,(620),Auto Components,Gurugram +21 other locations,4,620
EaseMyTrip.com,4.0,(620),Travel & Tourism,New Delhi +10 other locations,67,620
Sintex Industries,3.9,(620),Industrial Machinery,Ahmedabad +58 other locations,11,620
Cashify,3.9,(619),Internet,Gurugram +58 other locations,6,619
Mrs Bector's Food Specialities,3.8,(619),Hospitality,Greater Noida +89 other locations,19,619
Family Health Plan,3.7,(619),Insurance,Hyderabad +36 other locations,3,619
Eli Lilly and Company,3.3,(619),Pharma,Bengaluru +19 other locations,2,619
Mavenir Systems,3.3,(619),IT Services & Consulting,Bengaluru +19 other locations,12,619
Sterling Oil Exploration & Energy Production,3.6,(619),Oil & Gas,Lagos +24 other locations,3,619
BMC Software,3.9,(618),Software Product,Pune +10 other locations,48,618
ThoughtWorks,3.9,(619),IT Services & Consulting,Bengaluru +11 other locations,16,619
AgroStar,4.0,(618),Agriculture,Pune +53 other locations,--,618
Jubilant Agri and Consumer Products,3.9,(619),Chemicals,Gurugram +117 other locations,--,619
C5i,4.3,(618),Analytics & KPO,Bengaluru +16 other locations,20,618
Super Smelters,3.7,(618),Iron & Steel,Asansol +24 other locations,3,618
Rocket India,4.0,(618),Financial Services,Chennai +11 other locations,32,618
Becton Dickinson,3.9,(618),Medical Equipment,Bengaluru +38 other locations,61,618
The Saraswat Co-operative Bank,3.2,(617),Banking,Mumbai +35 other locations,4,617
BT E Serv,3.9,(616),BPO,Kolkata +6 other locations,--,616
Varindera Constructions,4.4,(616),Engineering & Construction,New Delhi +28 other locations,8,616
Netmeds.com,3.9,(615),Pharma,Chennai +125 other locations,--,615
Adani Cement,3.4,(616),Building Material,Ahmedabad +153 other locations,--,616
Ongc Petro Additions,4.1,(615),Petrochemicals,Bharuch +29 other locations,--,615
Gestamp,3.7,(615),Auto Components,Pune +14 other locations,--,615
Toyoda Gosei Minda,4.2,(614),Auto Components,Neemrana +26 other locations,1,614
Hpl Electric & Power,3.7,(614),Electrical Equipment,Gurugram +70 other locations,6,614
Hitachi Systems Micro Clinic,4.0,(613),IT Services & Consulting,Mumbai +78 other locations,--,613
DHL Global Forwarding,3.9,(613),Logistics,Chennai +22 other locations,--,613
ITC Limited Foods Division,3.9,(613),Food Processing,Bengaluru +74 other locations,--,613
Heidelberg Cement,4.0,(614),Building Material,Damoh +81 other locations,1,614
CSG International,3.5,(612),IT Services & Consulting,Bengaluru +13 other locations,35,612
IKEA,4.0,(612),Retail,Bengaluru +24 other locations,--,612
Jayaswal Neco Industries,4.1,(612),Iron & Steel,Raipur +31 other locations,12,612
Anmol Industries,3.9,(610),FMCG,Kolkata +90 other locations,--,610
Ofbusiness,2.9,(610),Internet,Gurugram +43 other locations,81,610
Consulting Engineers Group,4.1,(610),Engineering & Construction,Jaipur +73 other locations,3,610
Holiday Inn,3.9,(609),Hospitality,New Delhi +61 other locations,2,609
VDA Infosolutions,3.8,(609),IT Services & Consulting,Pune +34 other locations,--,609
Grab A Grub Services,4.0,(609),Logistics,Mumbai +116 other locations,--,609
Royal Caribbean International,4.1,(608),Travel & Tourism,Mumbai +26 other locations,1,608
Jain Irrigation Systems,3.6,(608),Agriculture,Jalgaon +89 other locations,--,608
Bharat Biotech International,3.1,(608),Biotechnology,Hyderabad +29 other locations,6,608
APL Apollo Tubes,4.0,(609),Iron & Steel,Raipur +48 other locations,6,609
Jaipur Rugs,4.2,(607),Fashion & Textile,Jaipur +20 other locations,1,607
EdgeVerve Systems,3.2,(607),Software Product,Bengaluru +16 other locations,49,607
Lulu International Shopping Mall,3.7,(606),Retail,Bengaluru +42 other locations,--,606
Pinnacle,3.4,(606),IT Services & Consulting,Durgapur +23 other locations,19,606
HLL Lifecare,3.8,(606),Healthcare,Thiruvananthapuram +115 other locations,22,606
MothersonSumi INfotech & Designs,3.4,(606),IT Services & Consulting,Noida +18 other locations,14,606
Carnival Cruise Lines,4.1,(606),Travel & Tourism,Mumbai +31 other locations,--,606
United Colors of Benetton,4.4,(605),Fashion & Textile,Gurugram +74 other locations,2,605
Perficient,3.7,(605),IT Services & Consulting,Chennai +11 other locations,13,605
Blackberrys,3.7,(603),Fashion & Textile,Gurugram +93 other locations,2,603
Accion Labs,3.5,(603),IT Services & Consulting,Bengaluru +13 other locations,57,603
Vedang Cellular Services,3.8,(604),Telecom,Mumbai +69 other locations,14,604
Dhani Services,3.6,(602),Mumbai +80 other locations,,--,602
DealShare,3.6,(602),Internet,Bengaluru +43 other locations,--,602
Pathkind Diagnostics Private Limited,3.9,(602),Healthcare,New Delhi +98 other locations,10,602
Polaris Consulting,4.2,(601),IT Services & Consulting,Hyderabad +18 other locations,--,601
BAXY Limited,4.0,(601),Auto Components,Bhiwadi +38 other locations,1,601
Maxicus,3.9,(601),BPO,Vadodara +15 other locations,--,601
Expleo Group,3.5,(601),IT Services & Consulting,Pune +10 other locations,62,601
FNP,3.7,(603),Retail,New Delhi +19 other locations,11,603
SIS Prosegur Holdings,3.5,(600),Law Enforcement & Security,New Delhi +94 other locations,6,600
Zaalima Development,4.3,(600),IT Services & Consulting,Bengaluru +20 other locations,--,600
Kauvery Hospital,3.9,(600),Healthcare,Chennai +20 other locations,10,600
Hettich,3.6,(600),Furniture & Furnishing,Mumbai +45 other locations,11,600
Iron Mountain Inc,3.7,(598),IT Services & Consulting,Bengaluru +49 other locations,137,598
Medley Pharmaceuticals,3.8,(598),Pharma,Mumbai +78 other locations,11,598
Inspira Enterprise India Limited,3.6,(597),IT Services & Consulting,Mumbai +35 other locations,5,597
Orra Fine Jewellery,3.5,(597),Jewellery,Mumbai +51 other locations,50,597
Aurionpro Solutions,3.5,(596),Software Product,Mumbai +49 other locations,29,596
NLC India Limited,4.4,(596),Metals & Mining,Neyveli +27 other locations,--,596
Allianz Services,4.0,(596),Insurance,Thiruvananthapuram +13 other locations,14,596
IDP Education Limited,3.6,(596),Education & Training,Chennai +50 other locations,15,596
Ascent HR Technologies Private Limited,3.6,(595),Software Product,Bengaluru +16 other locations,14,595
Apitoria Pharma,4.3,(595),Pharma,Hyderabad +12 other locations,11,595
Dr. Reddy's Foundation,3.7,(595),Non-Profit,Hyderabad +90 other locations,29,595
Excitel Broadband,3.7,(595),Telecom,New Delhi +43 other locations,4,595
Vadilal Industries,4.1,(595),FMCG,Ahmedabad +84 other locations,6,595
HUDL,3.2,(595),Software Product,Mumbai +16 other locations,--,595
Colt Technology Services,4.2,(595),Hardware & Networking,Gurugram +13 other locations,15,595
Sanghi Industries,4.1,(594),Building Material,Ahmedabad +29 other locations,--,594
Columbia Asia,4.6,(594),Healthcare,Bengaluru +18 other locations,--,594
Ugam Solution,3.5,(594),IT Services & Consulting,Mumbai +14 other locations,--,594
Cvent,3.2,(594),Software Product,Gurugram +10 other locations,63,594
Laxmi Organic Industries,3.7,(594),Chemicals,Mahad +21 other locations,13,594
ShareChat,3.6,(593),Internet,Bengaluru +39 other locations,10,593
Bridge & Roof Co,3.4,(594),Engineering & Construction,Kolkata +65 other locations,--,594
Coal India,3.9,(592),Metals & Mining,Kolkata +60 other locations,--,592
IKF Finance,4.0,(592),Financial Services,Hyderabad +135 other locations,6,592
Fenesta Building Systems,4.0,(592),Building Material,Gurugram +75 other locations,19,592
Maharashtra State Electricity Distribution Company,4.3,(591),Power,Pune +90 other locations,--,591
Ambit Finvest,4.0,(591),NBFC,Mumbai +119 other locations,11,591
Saudi Aramco,4.4,(591),Oil & Gas,Mumbai +38 other locations,--,591
Efs Facilities Services,3.8,(591),Facility Management Services,New Delhi +60 other locations,7,591
Jindal Poly Films,3.6,(590),Packaging,Nashik +18 other locations,--,590
QSpiders,3.7,(590),Education & Training,Bengaluru +29 other locations,--,590
Kellogg,4.2,(589),FMCG,Mumbai +83 other locations,4,589
Affinity Express,2.8,(589),Marketing & Advertising,Pune +12 other locations,2,589
Jubilant Generics,3.9,(590),Pharma,Roorkee +24 other locations,--,590
PureSoftware,2.9,(589),Software Product,Noida +10 other locations,16,589
Alcon,3.8,(588),Medical Equipment,Bengaluru +38 other locations,28,588
Gandhi Automations,3.9,(588),Industrial Machinery,Mumbai +24 other locations,3,588
AVTEC,3.5,(588),Auto Components,Hosur +27 other locations,16,588
Pamac Finserve,3.2,(588),BPO,Mumbai +60 other locations,--,588
Congruex Asia Pacific,3.8,(589),Engineering & Construction,Sahibzada Ajit Singh Nagar +25 other locations,7,589
PTC,4.2,(588),Software Product,Pune +39 other locations,190,588
Army Public School,4.0,(587),Education & Training,New Delhi +97 other locations,--,587
Axiscades,3.1,(587),IT Services & Consulting,Bengaluru +13 other locations,16,587
Capital Numbers Infotech,4.1,(587),IT Services & Consulting,Kolkata +9 other locations,6,587
ArcelorMittal,4.0,(586),Iron & Steel,Surat +51 other locations,10,586
PayU Payments,3.3,(586),FinTech,Gurugram +22 other locations,137,586
Crystal Crop Protection,3.9,(586),Agro Chemicals,New Delhi +91 other locations,2,586
Country Delight,3.9,(586),Hospitality,Gurugram +36 other locations,5,586
Prochant,3.8,(585),Analytics & KPO,Chennai +10 other locations,36,585
Premier Energies,4.0,(585),Electronics Manufacturing,Hyderabad +29 other locations,22,585
Damco Solutions,3.4,(585),IT Services & Consulting,Noida +22 other locations,73,585
Sandoz,3.9,(584),Hospitality,Hyderabad +21 other locations,1,584
McCain Foods,4.0,(584),FMCG,Mahesana +74 other locations,5,584
Empower,3.9,(584),Financial Services,Bengaluru +12 other locations,22,584
BEML,3.6,(583),Industrial Machinery,Bengaluru +36 other locations,--,583
Wood Group,3.8,(584),Engineering & Construction,Chennai +29 other locations,72,584
Quest Retail Private Limited,4.0,(583),Retail,Gurugram +64 other locations,2,583
Maxop Engineering Co.,4.1,(583),Auto Components,Gurugram +17 other locations,10,583
Hilton,4.1,(583),Hospitality,Bengaluru +41 other locations,46,583
SAEL Industries Limited,3.9,(582),Power,New Delhi +66 other locations,39,582
Voyants Solutions,3.6,(582),Engineering & Construction,Gurugram +96 other locations,229,582
J K Fenner,3.8,(581),Engineering & Construction,Chennai +56 other locations,11,581
Matrimonialsindia,4.9,(581),Internet,New Delhi +1 other locations,--,581
Prestige Group,4.3,(581),Real Estate,Bengaluru +32 other locations,10,581
Titan Engineering & Automation,3.8,(581),Engineering & Construction,Hosur +18 other locations,23,581
Toyota Industries Engine India,4.3,(581),Auto Components,Bengaluru +15 other locations,--,581
Toyota Industries Engine India,4.3,(581),Auto Components,Bengaluru +15 other locations,--,581
Icl Fincorp,4.7,(580),NBFC,Thrissur +66 other locations,14,580
MR.DIY,3.4,(580),Retail,Mumbai +88 other locations,5,580
Vishwa Samudra Engineering,3.6,(580),Engineering & Construction,Hyderabad +46 other locations,2,580
Genesys International Corporation,3.2,(579),IT Services & Consulting,Mumbai +15 other locations,1,579
GAMMON INDIA,3.8,(579),Engineering & Construction,Mumbai +73 other locations,--,579
Paramount Health Services Tpa,3.9,(580),Insurance,Mumbai +41 other locations,22,580
AVIOM,4.0,(578),NBFC,New Delhi +191 other locations,1,578
Applied Materials,3.7,(577),Semiconductors,Bengaluru +11 other locations,32,577
Infotact Solutions,4.4,(577),IT Services & Consulting,Bengaluru +19 other locations,--,577
TSYS|Total System Services,4.1,(577),FinTech,Pune +11 other locations,49,577
Dishman Carbogen Amcis,3.6,(577),Pharma,Ahmedabad +15 other locations,32,577
Baker Hughes,4.1,(576),Oil & Gas,Bengaluru +38 other locations,119,576
HBL Power Systems,4.0,(576),Electrical Equipment,Hyderabad +49 other locations,12,576
Lear Corporation,4.0,(576),Auto Components,Pune +19 other locations,6,576
Andritz Hydro Location India,3.9,(576),Industrial Machinery,Chennai +28 other locations,5,576
Hitachi Cash Management Services,3.2,(576),Other,Mumbai +107 other locations,4,576
UTL Solar,3.6,(575),Electronics Manufacturing,New Delhi +82 other locations,45,575
WayCool Foods and Products,3.4,(575),FMCG,Chennai +42 other locations,--,575
Unified Mentor,4.1,(576),IT Services & Consulting,Bengaluru +47 other locations,4,576
Larsen & Toubro Group,4.0,(574),Engineering & Construction,Chennai +94 other locations,--,574
Paras Dairy,3.4,(573),Food Processing,New Delhi +60 other locations,3,573
BUSINESSNEXT,3.5,(573),Software Product,Noida +9 other locations,4,573
Datamatics Business Solutions,3.3,(573),Management Consulting,Mumbai +13 other locations,2,573
NAV Backoffice,3.8,(573),Accounting & Auditing,Jaipur +10 other locations,2,573
Mahendra NextWealth IT,3.3,(573),IT Services & Consulting,Salem +26 other locations,14,573
FiveS Digital,3.3,(572),BPO,Jamshedpur +27 other locations,5,572
Transport Corporation Of India,3.8,(572),Logistics,Gurugram +84 other locations,--,572
AVEVA,4.0,(572),Software Product,Hyderabad +14 other locations,46,572
Amway India Enterprises,4.1,(572),Fitness & Wellness,Gurugram +80 other locations,17,572
Western Refrigeration,3.8,(571),Industrial Machinery,Vapi +43 other locations,37,571
Levi Strauss & Co.,4.2,(571),Fashion & Textile,Bengaluru +81 other locations,11,571
Kirloskar Pneumatic,4.0,(570),Industrial Machinery,Pune +22 other locations,--,570
Marelli,3.5,(570),Auto Components,Gurugram +18 other locations,14,570
"DATAMARK, Inc.",3.5,(570),BPO,Chennai +13 other locations,43,570
Harman Finochem,3.6,(570),Pharma,Chhatrapati Sambhajinagar +14 other locations,21,570
Navin Fluorine International,3.8,(570),Chemicals,Surat +17 other locations,4,570
Bajaj Consumer Care,3.9,(571),FMCG,Mumbai +114 other locations,7,571
SoftAge Information Technology,3.6,(569),IT Services & Consulting,Gurugram +127 other locations,8,569
DB Schenker,4.3,(570),Logistics,Gurugram +40 other locations,--,570
Solara Active Pharma Sciences,3.7,(569),Pharma,Visakhapatnam +20 other locations,2,569
MITS Global Consulting,4.5,(569),Recruitment,Mumbai +13 other locations,--,569
Micromax Informatics,3.9,(567),Consumer Electronics & Appliances,New Delhi +118 other locations,--,567
LendingKart,3.6,(567),NBFC,Ahmedabad +46 other locations,61,567
AM Infoweb,3.8,(567),BPO,Pune +8 other locations,22,567
Renault,3.9,(566),Automobile,Chennai +147 other locations,--,566
WPP Media,3.6,(566),Marketing & Advertising,Gurugram +27 other locations,6,566
United Spirits,4.1,(563),Beverage,Bengaluru +96 other locations,5,563
Haldiram Snacks,3.9,(563),Food Processing,Noida +69 other locations,12,563
Toothsi,2.7,(563),Internet,Mumbai +20 other locations,--,563
GSPANN Technologies,4.0,(562),IT Services & Consulting,Hyderabad +9 other locations,95,562
Equifax,4.0,(563),Pune +12 other locations,,7,563
Innovaccer,2.7,(561),Software Product,Noida +8 other locations,5,561
Kellogg Brown and Root,4.1,(561),Engineering & Construction,Chennai +36 other locations,65,561
Carlsberg,3.9,(561),Beverage,Gurugram +68 other locations,15,561
Craftsman Automation,3.7,(561),Auto Components,Coimbatore +26 other locations,--,561
L & W Constructions,4.0,(561),Engineering & Construction,Bengaluru +19 other locations,--,561
Vimta Labs,3.4,(560),Clinical Research,Hyderabad +30 other locations,9,560
The Times of India,3.6,(560),Media & Entertainment,New Delhi +53 other locations,1,560
Allianz Partners,3.7,(562),Insurance,Gurugram +19 other locations,--,562
