iter	Passed	Remaining
176	15456	71869
177	15524	71692
178	15567	71400
179	15628	71198
180	15778	71394
181	15832	71160
182	15910	71031
183	15963	70794
184	16020	70576
185	16109	70498
186	16168	70293
187	16276	70298
188	16369	70242
189	16489	70298
190	16566	70170
191	16620	69945
192	16677	69736
193	16779	69713
194	16883	69696
195	16950	69532
196	17018	69370
197	17066	69129
198	17156	69055
199	17218	68873
200	17266	68637
201	17337	68492
202	17401	68320
203	17475	68187
204	17559	68095
205	17647	68020
206	17718	67877
207	17817	67845
208	17943	67911
209	18047	67893
210	18138	67825
211	18234	67775
212	18366	67860
213	18484	67890
214	18590	67876
215	18680	67801
216	18788	67794
217	18863	67666
218	18962	67625
219	19093	67694
220	19166	67561
221	19259	67494
222	19349	67418
223	19460	67418
224	19553	67349
225	19625	67211
226	19694	67065
227	19768	66934
228	19879	66931
229	19969	66854
230	20046	66735
231	20105	66555
232	20156	66351
233	20227	66215
234	20285	66035
235	20338	65843
236	20386	65632
237	20434	65423
238	20524	65351
239	20606	65252
240	20748	65344
241	20804	65164
242	20882	65053
243	20931	64852
244	20979	64649
245	21029	64456
246	21072	64241
247	21116	64031
248	21170	63851
249	21229	63687
250	21284	63515
251	21353	63383
252	21397	63178
253	21444	62981
254	21489	62782
255	21533	62582
256	21589	62416
257	21645	62251
258	21695	62069
259	21751	61908
260	21818	61778
261	21890	61660
262	21966	61556
263	22035	61433
264	22125	61367
265	22245	61383
266	22335	61318
267	22394	61166
268	22437	60973
269	22489	60805
270	22573	60722
271	22647	60615
272	22710	60477
273	22798	60408
274	22875	60307
275	22947	60196
276	23026	60102
277	23082	59948
278	23142	59804
279	23194	59642
280	23255	59504
281	23350	59452
282	23403	59294
283	23475	59184
284	23569	59129
285	23631	58996
286	23683	58837
287	23733	58674
288	23800	58553
289	23855	58404
290	23896	58222
291	23954	58081
292	24014	57946
293	24070	57800
294	24128	57663
295	24183	57518
296	24292	57500
297	24395	57469
298	24452	57327
299	24506	57181
300	24552	57017
301	24594	56843
302	24646	56696
303	24705	56562
304	24765	56432
305	24853	56367
306	24898	56204
307	24948	56053
308	25006	55921
309	25062	55783
310	25115	55642
311	25169	55501
312	25214	55343
313	25258	55182
314	25308	55034
315	25351	54873
316	25398	54723
317	25450	54582
318	25494	54424
319	25538	54269
320	25584	54118
321	25629	53964
322	25672	53808
323	25724	53672
324	25779	53542
325	25829	53401
326	25875	53254
327	25929	53123
328	25970	52967
329	26018	52825
330	26069	52690
331	26153	52622
332	26229	52537
333	26287	52418
334	26357	52321
335	26411	52194
336	26467	52071
337	26523	51949
338	26572	51811
339	26634	51702
340	26768	51731
341	26921	51796
342	26967	51654
343	27023	51533
344	27073	51400
345	27123	51267
346	27213	51211
347	27295	51139
348	27370	51054
349	27447	50973
350	27547	50935
351	27666	50930
352	27763	50887
353	27845	50814
354	27915	50719
355	27995	50643
356	28081	50578
357	28181	50537
358	28269	50475
359	28325	50356
360	28391	50255
361	28457	50153
362	28505	50021
363	28570	49920
364	28653	49849
365	28722	49754
366	28779	49637
367	28836	49523
368	28923	49460
369	28981	49347
370	29030	49218
371	29074	49082
372	29118	48946
373	29166	48818
374	29249	48748
375	29352	48712
376	29414	48608
377	29533	48596
378	29584	48475
379	29636	48354
380	29737	48314
381	29818	48241
382	29942	48236
383	30046	48200
384	30159	48176
385	30226	48080
386	30331	48043
387	30460	48046
388	30541	47971
389	30629	47907
390	30725	47855
391	30814	47793
392	30890	47710
393	30941	47590
394	31007	47492
395	31065	47382
396	31133	47288
397	31235	47245
398	31296	47140
399	31347	47021
400	31403	46910
401	31471	46815
402	31530	46709
403	31601	46619
404	31648	46496
405	31734	46429
406	31801	46334
407	31849	46213
408	31901	46096
409	31954	45982
410	32010	45874
411	32073	45774
412	32125	45659
413	32176	45545
414	32249	45460
415	32327	45382
416	32409	45310
417	32543	45311
418	32663	45291
419	32768	45251
420	32915	45269
421	33009	45212
422	33111	45166
423	33205	45109
424	33291	45041
425	33378	44974
426	33481	44929
427	33597	44901
428	33661	44802
429	33775	44772
430	33931	44795
431	34005	44711
432	34131	44693
433	34289	44717
434	34394	44673
435	34476	44598
436	34556	44520
437	34620	44421
438	34722	44371
439	34792	44281
440	34872	44202
441	34968	44145
442	35041	44058
443	35189	44066
444	35361	44102
445	35507	44106
446	35633	44083
447	35705	43994
448	35796	43929
449	35899	43877
450	35986	43805
451	36071	43733
452	36233	43752
453	36354	43720
454	36412	43615
455	36471	43509
456	36519	43392
457	36568	43275
458	36619	43162
459	36668	43045
460	36722	42936
461	36772	42821
462	36817	42701
463	36870	42591
464	36961	42525
465	37018	42419
466	37077	42317
467	37125	42202
468	37193	42110
469	37263	42019
470	37362	41963
471	37419	41859
472	37474	41752
473	37547	41666
474	37608	41567
475	37725	41529
476	38005	41671
477	38147	41658
478	38437	41807
479	38526	41737
480	38578	41625
481	38638	41523
482	38697	41421
483	38770	41333
484	38835	41238
485	38885	41125
486	38944	41023
487	38999	40917
488	39057	40814
489	39114	40710
490	39174	40610
491	39253	40529
492	39308	40424
493	39355	40311
494	39411	40207
495	39468	40105
496	39532	40009
497	39599	39917
498	39645	39804
499	39699	39699
500	39751	39592
501	39835	39517
502	39883	39408
503	39928	39295
504	40007	39215
505	40053	39103
506	40100	38992
507	40164	38899
508	40223	38801
509	40268	38689
510	40319	38583
511	40369	38477
512	40447	38397
513	40501	38295
514	40572	38209
515	40619	38100
516	40664	37989
517	40741	37910
518	40815	37826
519	40889	37743
520	40998	37693
521	41060	37599
522	41161	37540
523	41253	37474
524	41322	37387
525	41390	37298
526	41454	37206
527	41507	37105
528	41558	37002
529	41639	36925
530	41721	36849
531	41802	36773
532	41857	36674
533	41918	36580
534	41971	36480
535	42023	36378
536	42099	36298
537	42173	36215
538	42253	36138
539	42308	36040
540	42375	35952
541	42445	35866
542	42533	35797
543	42608	35715
544	42680	35632
545	42766	35560
546	42915	35540
547	43017	35481
548	43077	35388
549	43134	35292
550	43197	35200
551	43245	35097
552	43317	35014
553	43391	34932
554	43446	34835
555	43496	34734
556	43551	34637
557	43609	34543
558	43663	34446
559	43715	34348
560	43771	34252
561	43816	34148
562	43862	34045
563	43915	33949
564	43964	33848
565	44012	33748
566	44064	33650
567	44118	33555
568	44168	33456
569	44225	33363
570	44278	33267
571	44327	33167
572	44372	33066
573	44416	32964
574	44456	32859
575	44502	32758
576	44555	32663
577	44608	32568
578	44668	32479
579	44718	32382
580	44757	32277
581	44813	32185
582	44875	32097
583	44925	32001
584	44970	31901
585	45031	31814
586	45084	31720
587	45136	31626
588	45195	31537
589	45252	31446
590	45294	31346
591	45343	31250
592	45389	31152
593	45441	31059
594	45496	30968
595	45547	30874
596	45594	30778
597	45649	30687
598	45694	30589
599	45736	30491
600	45786	30397
601	45831	30300
602	45879	30205
603	45930	30113
604	45981	30020
605	46034	29929
606	46094	29843
607	46142	29749
608	46185	29653
609	46233	29558
610	46275	29461
611	46317	29364
612	46355	29265
613	46407	29174
614	46459	29084
615	46517	28997
616	46563	28904
617	46614	28813
618	46656	28717
619	46706	28626
620	46749	28531
621	46795	28438
622	46843	28346
623	46887	28252
624	46942	28165
625	47006	28083
626	47059	27995
627	47110	27906
628	47165	27819
629	47213	27728
630	47269	27642
631	47351	27571
632	47397	27480
633	47448	27391
634	47494	27299
635	47559	27219
636	47615	27134
637	47660	27042
638	47728	26964
639	47786	26879
640	47834	26790
641	47891	26705
642	47946	26620
643	47991	26529
644	48064	26453
645	48131	26375
646	48200	26297
647	48266	26218
648	48348	26148
649	48404	26064
650	48456	25977
651	48509	25891
652	48561	25805
653	48621	25723
654	48686	25644
655	48741	25559
656	48795	25474
657	48861	25396
658	48919	25313
659	48977	25231
660	49019	25140
661	49065	25051
662	49144	24980
663	49199	24896
664	49275	24823
665	49319	24733
666	49362	24644
667	49412	24558
668	49468	24475
669	49522	24391
670	49583	24311
671	49626	24222
672	49669	24133
673	49734	24055
674	49788	23972
675	49842	23888
676	49903	23809
677	49949	23722
678	50001	23638
679	50047	23551
680	50103	23469
681	50155	23386
682	50210	23304
683	50260	23219
684	50322	23141
685	50370	23055
686	50416	22970
687	50470	22887
688	50518	22803
689	50565	22717
690	50624	22637
691	50682	22558
692	50744	22479
693	50790	22394
694	50834	22308
695	50882	22224
696	50931	22141
697	50982	22058
698	51053	21984
699	51108	21903
700	51160	21821
701	51211	21739
702	51258	21655
703	51312	21574
704	51373	21496
705	51425	21415
706	51468	21329
707	51519	21248
708	51579	21170
709	51640	21092
710	51698	21013
711	51740	20928
712	51785	20844
713	51831	20761
714	51877	20678
715	51933	20599
716	52003	20525
717	52044	20440
718	52086	20356
719	52143	20278
720	52191	20196
721	52235	20112
722	52289	20033
723	52336	19951
724	52375	19866
725	52422	19784
726	52459	19699
727	52498	19614
728	52539	19531
729	52584	19449
730	52628	19366
731	52676	19285
732	52738	19210
733	52779	19127
734	52820	19044
735	52869	18963
736	52919	18884
737	52964	18803
738	53017	18724
739	53057	18641
740	53097	18559
741	53143	18478
742	53192	18398
743	53240	18319
744	53280	18237
745	53322	18155
746	53381	18079
747	53461	18011
748	53499	17928
749	53555	17851
750	53599	17771
751	53641	17690
752	53690	17611
753	53754	17538
754	53817	17463
755	53889	17392
756	53928	17311
757	53964	17228
758	53999	17145
759	54037	17064
760	54080	16984
761	54115	16902
762	54150	16820
763	54190	16739
764	54237	16661
765	54276	16580
766	54312	16499
767	54348	16417
768	54391	16338
769	54425	16257
770	54460	16175
771	54498	16095
772	54538	16015
773	54573	15934
774	54609	15854
775	54646	15774
776	54690	15696
777	54727	15616
778	54765	15536
779	54807	15458
780	54844	15378
781	54880	15299
782	54916	15219
783	54954	15140
784	54995	15062
785	55029	14982
786	55065	14903
787	55105	14825
788	55142	14746
789	55176	14667
790	55214	14589
791	55253	14510
792	55293	14433
793	55328	14354
794	55364	14276
795	55407	14199
796	55446	14122
797	55483	14044
798	55525	13968
799	55569	13892
800	55606	13814
801	55645	13737
802	55687	13661
803	55731	13586
804	55765	13508
805	55801	13431
806	55837	13353
807	55879	13278
808	55914	13201
809	55949	13124
810	55986	13047
811	56032	12972
812	56068	12896
813	56103	12819
814	56149	12745
815	56190	12670
816	56225	12593
817	56262	12518
818	56305	12443
819	56340	12367
820	56378	12292
821	56415	12216
822	56459	12142
823	56495	12066
824	56530	11991
825	56572	11917
826	56611	11842
827	56647	11767
828	56687	11692
829	56727	11618
830	56763	11543
831	56801	11469
832	56837	11394
833	56879	11321
834	56914	11246
835	56948	11171
836	56987	11097
837	57028	11024
838	57066	10950
839	57102	10876
840	57140	10802
841	57191	10731
842	57226	10657
843	57260	10583
844	57298	10510
845	57341	10437
846	57376	10364
847	57413	10291
848	57447	10217
849	57493	10145
850	57530	10072
851	57567	9999
852	57608	9927
853	57653	9856
854	57696	9784
855	57734	9712
856	57778	9640
857	57814	9568
858	57849	9495
859	57885	9423
860	57930	9352
861	57965	9279
862	58001	9207
863	58039	9135
864	58081	9064
865	58117	8992
866	58151	8920
867	58200	8850
868	58258	8782
869	58296	8710
870	58332	8639
871	58368	8567
872	58406	8496
873	58443	8425
874	58484	8354
875	58532	8285
876	58571	8214
877	58608	8143
878	58645	8072
879	58689	8003
880	58723	7931
881	58761	7861
882	58796	7790
883	58831	7719
884	58877	7650
885	58911	7580
886	58946	7509
887	58981	7439
888	59035	7371
889	59074	7301
890	59111	7231
891	59159	7162
892	59194	7092
893	59232	7023
894	59268	6953
895	59307	6883
896	59342	6814
897	59379	6744
898	59414	6675
899	59457	6606
900	59492	6536
901	59527	6467
902	59569	6398
903	59617	6331
904	59655	6262
905	59693	6193
906	59731	6124
907	59768	6055
908	59805	5987
909	59841	5918
910	59885	5850
911	59922	5781
912	59962	5713
913	60000	5645
914	60037	5577
915	60076	5509
916	60116	5441
917	60153	5373
918	60200	5306
919	60240	5238
920	60278	5170
921	60317	5102
922	60363	5035
923	60398	4967
924	60437	4900
925	60480	4833
926	60529	4766
927	60564	4698
928	60599	4631
929	60638	4564
930	60678	4497
931	60711	4429
932	60748	4362
933	60790	4295
934	60831	4228
935	60869	4162
936	60905	4095
937	60946	4028
938	60984	3961
939	61022	3895
940	61056	3828
941	61095	3761
942	61135	3695
943	61172	3628
944	61207	3562
945	61253	3496
946	61288	3430
947	61326	3363
948	61368	3297
949	61411	3232
950	61444	3165
951	61483	3100
952	61520	3034
953	61564	2968
954	61599	2902
955	61634	2836
956	61669	2770
957	61713	2705
958	61749	2639
959	61786	2574
960	61821	2508
961	61863	2443
962	61900	2378
963	61934	2312
964	61971	2247
965	62013	2182
966	62051	2117
967	62085	2052
968	62124	1987
969	62165	1922
970	62210	1857
971	62245	1793
972	62286	1728
973	62324	1663
974	62358	1598
975	62392	1534
976	62431	1469
977	62469	1405
978	62508	1340
979	62543	1276
980	62580	1212
981	62621	1147
982	62658	1083
983	62693	1019
984	62733	955
985	62775	891
986	62808	827
987	62847	763
988	62883	699
989	62927	635
990	62961	571
991	62997	508
992	63033	444
993	63075	380
994	63111	317
995	63147	253
996	63183	190
997	63225	126
998	63261	63
999	63302	0
